Coordinate,Date,Hour,NDVI Values,City
"(74.60601728032232, 31.508075317223824)",2024-05-26,10:30,0.2645857643,Amritsar
"(74.60601728032232, 31.508075317223824)",2024-05-31,10:30,0.2409349715,Amritsar
"(74.60894876097332, 31.845989886607416)",2024-05-01,10:30,0.1185112635,Amritsar
"(74.60894876097332, 31.845989886607416)",2024-05-06,10:30,0.1160346542,Amritsar
"(74.60894876097332, 31.845989886607416)",2024-05-11,10:30,0.1055363322,Amritsar
"(74.60894876097332, 31.845989886607416)",2024-05-16,10:30,0.0992192583,Amritsar
"(74.60894876097332, 31.845989886607416)",2024-05-21,10:30,0.05373467113,Amritsar
"(74.60894876097332, 31.845989886607416)",2024-05-26,10:30,0.04562982005,Amritsar
"(74.60894876097332, 31.845989886607416)",2024-05-31,10:30,0.05689603813,Amritsar
"(74.6090035910903, 31.57408620384151)",2024-05-01,10:30,0.11932144585,Amritsar
"(74.6090035910903, 31.57408620384151)",2024-05-06,10:30,0.1082649152,Amritsar
"(74.6090035910903, 31.57408620384151)",2024-05-11,10:30,0.09962975057000001,Amritsar
"(74.6090035910903, 31.57408620384151)",2024-05-16,10:30,0.10069364267,Amritsar
"(74.6090035910903, 31.57408620384151)",2024-05-21,10:30,0.03300811275,Amritsar
"(74.6090035910903, 31.57408620384151)",2024-05-26,10:30,0.06787696610499999,Amritsar
"(74.6090035910903, 31.57408620384151)",2024-05-31,10:30,0.05583833898,Amritsar
"(74.60954673164801, 31.643465860959278)",2024-05-01,10:30,0.1398826979,Amritsar
"(74.60954673164801, 31.643465860959278)",2024-05-06,10:30,0.1291229108,Amritsar
"(74.60954673164801, 31.643465860959278)",2024-05-11,10:30,0.1284415418,Amritsar
"(74.60954673164801, 31.643465860959278)",2024-05-16,10:30,0.05792201938,Amritsar
"(74.60954673164801, 31.643465860959278)",2024-05-21,10:30,0.07041564792,Amritsar
"(74.60954673164801, 31.643465860959278)",2024-05-26,10:30,0.08372334893,Amritsar
"(74.60954673164801, 31.643465860959278)",2024-05-31,10:30,0.06245538901,Amritsar
"(74.61060586688106, 31.83523984804503)",2024-05-01,10:30,0.1412037037,Amritsar
"(74.61060586688106, 31.83523984804503)",2024-05-06,10:30,0.1266415094,Amritsar
